2024-11-02 06:21:51,511 INFO    StreamThr :23126 [internal.py:wandb_internal():86] W&B internal server running at pid: 23126, started at: 2024-11-02 06:21:51.510546
2024-11-02 06:21:51,513 DEBUG   HandlerThread:23126 [handler.py:handle_request():144] handle_request: status
2024-11-02 06:21:51,515 INFO    WriterThread:23126 [datastore.py:open_for_write():85] open: /Users/abuhuzaifahbidin/Documents/GitHub/megat-transformer/wandb/run-20241102_062151-ybqg1rje/run-ybqg1rje.wandb
2024-11-02 06:21:51,516 DEBUG   SenderThread:23126 [sender.py:send():379] send: header
2024-11-02 06:21:51,538 DEBUG   SenderThread:23126 [sender.py:send():379] send: run
2024-11-02 06:21:52,351 INFO    SenderThread:23126 [dir_watcher.py:__init__():211] watching files in: /Users/abuhuzaifahbidin/Documents/GitHub/megat-transformer/wandb/run-20241102_062151-ybqg1rje/files
2024-11-02 06:21:52,351 INFO    SenderThread:23126 [sender.py:_start_run_threads():1122] run started: ybqg1rje with start time 1730499711.511335
2024-11-02 06:21:52,354 DEBUG   SenderThread:23126 [sender.py:send_request():406] send_request: summary_record
2024-11-02 06:21:52,354 INFO    SenderThread:23126 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2024-11-02 06:21:52,360 DEBUG   HandlerThread:23126 [handler.py:handle_request():144] handle_request: check_version
2024-11-02 06:21:52,360 DEBUG   SenderThread:23126 [sender.py:send_request():406] send_request: check_version
2024-11-02 06:21:52,547 DEBUG   HandlerThread:23126 [handler.py:handle_request():144] handle_request: run_start
2024-11-02 06:21:52,555 DEBUG   HandlerThread:23126 [system_info.py:__init__():31] System info init
2024-11-02 06:21:52,555 DEBUG   HandlerThread:23126 [system_info.py:__init__():46] System info init done
2024-11-02 06:21:52,555 INFO    HandlerThread:23126 [system_monitor.py:start():181] Starting system monitor
2024-11-02 06:21:52,555 INFO    SystemMonitor:23126 [system_monitor.py:_start():145] Starting system asset monitoring threads
2024-11-02 06:21:52,555 INFO    HandlerThread:23126 [system_monitor.py:probe():201] Collecting system info
2024-11-02 06:21:52,556 INFO    SystemMonitor:23126 [interfaces.py:start():190] Started cpu monitoring
2024-11-02 06:21:52,556 DEBUG   HandlerThread:23126 [system_info.py:probe():195] Probing system
2024-11-02 06:21:52,556 INFO    SystemMonitor:23126 [interfaces.py:start():190] Started disk monitoring
2024-11-02 06:21:52,556 INFO    SystemMonitor:23126 [interfaces.py:start():190] Started gpuapple monitoring
2024-11-02 06:21:52,559 INFO    SystemMonitor:23126 [interfaces.py:start():190] Started memory monitoring
2024-11-02 06:21:52,560 INFO    SystemMonitor:23126 [interfaces.py:start():190] Started network monitoring
2024-11-02 06:21:52,565 DEBUG   HandlerThread:23126 [system_info.py:_probe_git():180] Probing git
2024-11-02 06:21:52,596 DEBUG   HandlerThread:23126 [system_info.py:_probe_git():188] Probing git done
2024-11-02 06:21:52,596 DEBUG   HandlerThread:23126 [system_info.py:probe():240] Probing system done
2024-11-02 06:21:52,596 DEBUG   HandlerThread:23126 [system_monitor.py:probe():210] {'os': 'macOS-15.0.1-arm64-arm-64bit', 'python': '3.10.9', 'heartbeatAt': '2024-11-01T22:21:52.556460', 'startedAt': '2024-11-01T22:21:51.504452', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/abuhuzaifahbidin/Documents/GitHub/megat-transformer/scripts/train.py', 'codePath': 'scripts/train.py', 'git': {'remote': 'https://github.com/maercaestro/megat-transformer.git', 'commit': '944ed12b6e272399ed1743a6facba75e9bf2aeab'}, 'email': 'maercaestro@gmail.com', 'root': '/Users/abuhuzaifahbidin/Documents/GitHub/megat-transformer', 'host': 'Abus-Air.realtek', 'username': 'abuhuzaifahbidin', 'executable': '/Users/abuhuzaifahbidin/miniforge3/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'disk': {'total': 228.27386474609375, 'used': 225.4795150756836}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2024-11-02 06:21:52,596 INFO    HandlerThread:23126 [system_monitor.py:probe():211] Finished collecting system info
2024-11-02 06:21:52,596 INFO    HandlerThread:23126 [system_monitor.py:probe():214] Publishing system info
2024-11-02 06:21:52,596 DEBUG   HandlerThread:23126 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-11-02 06:21:52,597 DEBUG   HandlerThread:23126 [system_info.py:_save_pip():67] Saving pip packages done
